Tenor Year,2023-10-Oktober,2023-11-November,2023-12-Desember,2024-01-Januari,2024-02-Februari,2024-03-Maret,2024-04-April,2024-05-Mei,2024-06-Juni,2024-07-Juli,2024-08-Agustus,2024-09-September,2024-10-Oktober,2024-11-November,2024-12-Desember,2025-01-Januari,2025-02-Februari,2025-03-Maret,2025-04-April,2025-05-Mei,2025-06-Juni
18.0,0.0724930246675175,0.0697532194950532,0.06860005366109356,0.0695672404499339,0.06949751278687,0.07012297188910055,0.07137781311978952,0.07019936452535425,0.07089757693125343,0.07129512541894734,0.0687596481108772,0.06926745006117874,0.07051603671834172,0.0711308063800431,0.07135420154345473,0.07232167056183103,0.07109857138669007,0.07217517155655573,0.07150367789229106,0.07145698884720542,0.07145714107878609
19.0,0.07248551931782599,0.06996467565311715,0.06885926043633717,0.06976417573001736,0.06967478428300522,0.07031509927796398,0.07137313856150707,0.07020709148892057,0.07088670346760151,0.07132834963763468,0.06886105386918406,0.06951676800108486,0.07052575107796799,0.07116423620950263,0.07136179815763866,0.07232218902533138,0.07113549736216629,0.07215387452505362,0.07154053661745108,0.07148947983655529,0.07160273110597681
20.0,0.07247948228994305,0.07016303539731084,0.06910544385325745,0.06993518458833892,0.0698293492638431,0.07048269483660219,0.07136893147649115,0.07020926621091461,0.07087691744471103,0.07134811324286328,0.06894852707436927,0.06972668789327696,0.07052576104506336,0.07118374044881381,0.07136496511212154,0.07231447087007759,0.0711590858905351,0.0721316687789535,0.07155930112785702,0.07150262800245821,0.07171260860288609
21.0,0.07247033076796838,0.07034712507581742,0.069343910803779,0.0700822151059981,0.0699634228971433,0.07062567550244614,0.0713651250804741,0.07020733954556846,0.0708680635010579,0.0713551240736865,0.06902073995864577,0.06990456134834311,0.07051914127630843,0.07119444960049948,0.07136537109434093,0.0722995436380891,0.071170055260239,0.07211009097717813,0.07156456433876035,0.07150301784315483,0.07179658321672577
22.0,0.0724622544165836,0.0705156383349117,0.06956928707987142,0.07020753171402538,0.07007728123068979,0.07074632672182912,0.07136166473219374,0.07020073152068984,0.07086001452489721,0.07135715055622671,0.06908075133544056,0.07004956668328344,0.07050714248894518,0.07119756956832846,0.07136262879959587,0.07228329389287702,0.07117388346889908,0.07208865647321039,0.07156156967679417,0.07149581422770979,0.07185409049431857
23.0,0.07245512666380183,0.07067190582217742,0.06978502654282615,0.0703137566185279,0.07017132029790485,0.07084728869675261,0.07135850529352461,0.07019354333183037,0.07085266551254343,0.07135094236695805,0.06913201266707047,0.0701681241818124,0.0704912535980502,0.0711945250617263,0.07135871977488972,0.0722651047526548,0.07117196411786786,0.07206933098112223,0.07155145441375366,0.07147967599264526,0.0718944892163007
24.0,0.07244632888955294,0.07080968587880765,0.06999005803568736,0.07040141896866592,0.07025104188553222,0.07093160161215772,0.07135560914959616,0.07018302954299283,0.07084592896219077,0.07134047668299615,0.06917112268492431,0.0702625408709252,0.07047321397237627,0.07118946259554071,0.07135339467743917,0.07224690837483361,0.07116593198968069,0.0720493545768448,0.07153560615331767,0.07145829392872582,0.07191816464979284
25.0,0.072438235000986,0.0709351001489158,0.07018319215676416,0.07047120767001958,0.07031747670557964,0.07100012948427481,0.07135294470409659,0.07017384510789282,0.07083973137329491,0.07132503411379854,0.06920451046006426,0.0703355362930489,0.07045502984573004,0.07117925963395,0.07134640613630205,0.07222829492605731,0.07115508053594155,0.07203359877140891,0.07151567569044204,0.0714358877251069,0.07192838559246395
26.0,0.07243076377344981,0.07104684127786909,0.07036584042636518,0.07052944285265017,0.07036914571332287,0.07105118493944951,0.07135048522182474,0.07016320263028986,0.07083401055384275,0.0713120533053948,0.06922878205662109,0.07039028631866895,0.07043631144349427,0.07116593991978948,0.0713402093039952,0.07220887751198757,0.07114141233988613,0.07201657236192704,0.07149633254815524,0.0714090318465519,0.07192894802611627
27.0,0.0724267202651212,0.07114635867820196,0.07053676436506073,0.07057472537425524,0.0704101587550332,0.07109158507599123,0.07134820792845908,0.07015360180952279,0.07082871352604525,0.07129564752695616,0.06924851161969658,0.070427608932496,0.07041948970627177,0.07115464369829039,0.07133473100169896,0.07219116303024187,0.07112721610572192,0.072000807409077,0.07147426821947289,0.07138260770699456,0.0719183891554187
28.0,0.07242022972537288,0.07123232484867503,0.07069760184407792,0.07060856085968492,0.07044222018327795,0.07112303613099158,0.07134609330323949,0.0701420429167312,0.07082379488083812,0.07127823926136201,0.06926306310547492,0.0704545247151449,0.07040146436345585,0.07113928960239635,0.07132990952544582,0.07217197400076603,0.07111212949627621,0.07198616873187702,0.07145185846096114,0.07135614745885577,0.07190435182243848
29.0,0.07241418684436729,0.07130645526440738,0.0708470949529667,0.07063271877214117,0.07046420711964907,0.07114124441721881,0.07134412451799399,0.07013431408430493,0.07081921547285108,0.07125946929893412,0.0692717754032437,0.07046961012170971,0.07038189161706532,0.07112553720792292,0.07132260160257409,0.07215410866134975,0.07109579858652815,0.07197253979831619,0.0714286893394751,0.07132920599020198,0.07188272412752106
30.0,0.07240854685281639,0.07137074102953589,0.0709871714574124,0.0706459978835523,0.07047818353153135,0.07115463248995146,0.07134228698836265,0.07012420222949878,0.07081494137639899,0.07124547917632729,0.06927710727665404,0.07047464913239843,0.07036681917350185,0.07111001984663567,0.07131578091953616,0.07214073074541538,0.07108111325795785,0.07195981961665843,0.07140435776687659,0.07130135342214539,0.07185902055990012
